"domain" "x1_aug" "x2_aug"
"208" 1 1 0
"209" 1 1 0
"210" 1 1 0
"211" 1 0 0
"212" 1 0 0
"213" 1 0 0
"214" 1 0 0
"215" 1 0 0
"216" 1 1 0
"217" 1 1 0
"218" 1 1 0
"219" 1 1 0
"220" 1 1 0
"221" 1 0 0
"222" 1 0 0
"223" 1 0 0
"224" 1 0 0
"225" 1 0 0
"226" 1 0 0
"227" 1 0 0
"228" 1 0 0
"229" 1 0 0
"230" 1 0 0
"231" 1 0 1
"232" 1 0 1
"233" 1 0 1
"234" 1 0 1
"235" 1 0 1
"236" 1 0 0
"237" 1 0 0
"238" 1 0 0
"239" 1 0 0
"240" 1 0 0
"241" 1 0 0
"242" 1 0 0
"243" 1 0 0
"244" 1 0 0
"245" 1 0 0
"246" 1 0 0
"247" 1 0 0
"248" 1 0 0
"249" 1 0 0
"250" 1 0 0
"251" 2 1 1
"252" 2 1 1
"253" 2 1 1
"254" 2 1 1
"255" 2 1 1
"256" 2 0 1
"257" 2 0 1
"258" 2 0 1
"259" 2 0 1
"260" 2 0 1
"261" 2 0 0
"262" 2 0 0
"263" 2 0 0
"264" 2 0 0
"265" 2 0 0
"266" 2 0 0
"267" 2 0 0
"268" 2 0 0
"269" 2 0 0
"270" 2 0 0
"271" 2 0 1
"272" 2 0 1
"273" 2 0 1
"274" 2 0 1
"275" 2 0 1
"276" 2 0 0
"277" 2 0 0
"278" 2 0 0
"279" 2 0 0
"280" 2 0 0
"281" 2 1 0
"282" 2 1 0
"283" 2 1 0
"284" 2 1 0
"285" 2 1 0
"286" 2 1 1
"287" 2 1 1
"288" 2 1 1
"289" 2 1 1
"290" 2 1 1
"291" 2 0 0
"292" 2 0 0
"293" 2 0 0
"294" 2 0 0
"295" 2 0 0
"296" 2 0 0
"297" 2 0 0
"298" 2 0 0
"299" 2 0 0
"300" 2 0 0
"301" 2 0 0
"302" 2 0 0
"303" 2 0 0
"304" 2 0 0
"305" 2 0 0
"306" 2 0 1
"307" 2 0 1
"308" 2 0 1
"309" 2 0 1
"310" 2 0 1
"311" 2 0 1
"312" 2 0 1
"313" 2 0 1
"314" 2 0 1
"315" 2 0 1
"316" 2 0 0
"317" 2 0 0
"318" 2 0 0
"319" 2 0 0
"320" 2 0 0
"321" 2 1 0
"322" 2 1 0
"323" 2 1 0
"324" 2 1 0
"325" 2 1 0
"326" 2 0 0
"327" 2 0 0
"328" 2 0 0
"329" 2 0 0
"330" 2 0 0
"331" 2 0 0
"332" 2 0 0
"333" 2 0 0
"334" 2 0 0
"335" 2 0 0
"336" 2 0 0
"337" 2 0 0
"338" 2 0 0
"339" 2 0 0
"340" 2 0 0
"341" 2 1 1
"342" 2 1 1
"343" 2 1 1
"344" 2 1 1
"345" 2 1 1
"346" 2 0 0
"347" 2 0 0
"348" 2 0 0
"349" 2 0 0
"350" 2 0 0
"351" 2 0 0
"352" 2 0 0
"353" 2 0 0
"354" 2 0 0
"355" 2 0 0
"356" 2 0 0
"357" 2 0 0
"358" 2 0 0
"359" 2 0 0
"360" 2 0 0
"361" 2 0 0
"362" 2 0 0
"363" 2 0 0
"364" 2 0 0
"365" 2 0 0
"366" 2 0 0
"367" 2 0 0
"368" 2 0 0
"369" 2 0 0
"370" 2 0 0
"371" 2 1 0
"372" 2 1 0
"373" 2 1 0
"374" 2 1 0
"375" 2 1 0
"376" 2 0 0
"377" 2 0 0
"378" 2 0 0
"379" 2 0 0
"380" 2 0 0
"381" 2 1 0
"382" 2 1 0
"383" 2 1 0
"384" 2 1 0
"385" 2 1 0
"386" 2 1 0
"387" 2 1 0
"388" 2 1 0
"389" 2 1 0
"390" 2 1 0
"391" 2 0 0
"392" 2 0 0
"393" 2 0 0
"394" 2 0 0
"395" 2 0 0
"396" 2 0 0
"397" 2 0 0
"398" 2 0 0
"399" 2 0 0
"400" 2 0 0
"401" 2 1 0
"402" 2 1 0
"403" 2 1 0
"404" 2 1 0
"405" 2 1 0
"406" 2 0 0
"407" 2 0 0
"408" 2 0 0
"409" 2 0 0
"410" 2 0 0
"411" 2 0 0
"412" 2 0 0
"413" 2 0 0
"414" 2 0 0
"415" 2 0 0
"416" 2 1 1
"417" 2 1 1
"418" 2 1 1
"419" 2 1 1
"420" 2 1 1
"421" 2 1 1
"422" 2 1 1
"423" 2 1 1
"424" 2 1 1
"425" 2 1 1
"426" 2 0 1
"427" 2 0 1
"428" 2 0 1
"429" 2 0 1
"430" 2 0 1
"431" 2 0 0
"432" 2 0 0
"433" 2 0 0
"434" 2 0 0
"435" 2 0 0
"436" 2 0 0
"437" 2 0 0
"438" 2 0 0
"439" 2 0 0
"440" 2 0 0
"441" 2 0 0
"442" 2 0 0
"443" 2 0 0
"444" 2 0 0
"445" 2 0 0
"446" 2 1 0
"447" 2 1 0
"448" 2 1 0
"449" 2 1 0
"450" 2 1 0
"451" 2 0 0
"452" 2 0 0
"453" 2 0 0
"454" 2 0 0
"455" 2 0 0
"456" 2 0 0
"457" 2 0 0
"458" 2 0 0
"459" 2 0 0
"460" 2 0 0
"461" 2 0 0
"462" 2 0 0
"463" 2 0 0
"464" 2 0 0
"465" 2 0 0
"466" 2 1 0
"467" 2 1 0
"468" 2 1 0
"469" 2 1 0
"470" 2 1 0
"471" 2 1 0
"472" 2 1 0
"473" 2 1 0
"474" 2 1 0
"475" 2 1 0
"476" 2 0 0
"477" 2 0 0
"478" 2 0 0
"479" 2 0 0
"480" 2 0 0
"481" 2 0 0
"482" 2 0 0
"483" 2 0 0
"484" 2 0 0
"485" 2 0 0
"486" 2 0 0
"487" 2 0 0
"488" 2 0 0
"489" 2 0 0
"490" 2 0 0
"491" 2 0 0
"492" 2 0 0
"493" 2 0 0
"494" 2 0 0
"495" 2 0 0
"496" 2 0 0
"497" 2 0 0
"498" 2 0 0
"499" 2 0 0
"500" 2 0 0
"501" 3 0 0
"502" 3 0 0
"503" 3 0 0
"504" 3 0 0
"505" 3 0 0
"506" 3 0 0
"507" 3 0 0
"508" 3 0 0
"509" 3 0 0
"510" 3 0 0
"511" 3 0 0
"512" 3 0 0
"513" 3 0 0
"514" 3 0 0
"515" 3 0 0
"516" 3 0 0
"517" 3 0 0
"518" 3 0 0
"519" 3 0 0
"520" 3 0 0
"521" 3 1 1
"522" 3 1 1
"523" 3 1 1
"524" 3 1 1
"525" 3 1 1
"526" 3 1 1
"527" 3 1 1
"528" 3 1 1
"529" 3 1 1
"530" 3 1 1
"531" 3 0 0
"532" 3 0 0
"533" 3 0 0
"534" 3 0 0
"535" 3 0 0
"536" 3 1 0
"537" 3 1 0
"538" 3 1 0
"539" 3 1 0
"540" 3 1 0
"541" 3 0 0
"542" 3 0 0
"543" 3 0 0
"544" 3 0 0
"545" 3 0 0
"546" 3 0 0
"547" 3 0 0
"548" 3 0 0
"549" 3 0 0
"550" 3 0 0
"551" 3 0 0
"552" 3 0 0
"553" 3 0 0
"554" 3 0 0
"555" 3 0 0
"556" 3 0 0
"557" 3 0 0
"558" 3 0 0
"559" 3 0 0
"560" 3 0 0
"561" 3 0 0
"562" 3 0 0
"563" 3 0 0
"564" 3 0 0
"565" 3 0 0
"566" 3 1 0
"567" 3 1 0
"568" 3 1 0
"569" 3 1 0
"570" 3 1 0
"571" 3 0 0
"572" 3 0 0
"573" 3 0 0
"574" 3 0 0
"575" 3 0 0
"576" 3 0 0
"577" 3 0 0
"578" 3 0 0
"579" 3 0 0
"580" 3 0 0
"581" 3 1 1
"582" 3 1 1
"583" 3 1 1
"584" 3 1 1
"585" 3 1 1
"586" 3 0 0
"587" 3 0 0
"588" 3 0 0
"589" 3 0 0
"590" 3 0 0
"591" 3 0 0
"592" 3 0 0
"593" 3 0 0
"594" 3 0 0
"595" 3 0 0
"596" 3 0 0
"597" 3 0 0
"598" 3 0 0
"599" 3 0 0
"600" 3 0 0
"601" 3 1 0
"602" 3 1 0
"603" 3 1 0
"604" 3 1 0
"605" 3 1 0
"606" 3 1 1
"607" 3 1 1
"608" 3 1 1
"609" 3 1 1
"610" 3 1 1
"611" 3 0 0
"612" 3 0 0
"613" 3 0 0
"614" 3 0 0
"615" 3 0 0
"616" 3 1 0
"617" 3 1 0
"618" 3 1 0
"619" 3 1 0
"620" 3 1 0
"621" 3 0 0
"622" 3 0 0
"623" 3 0 0
"624" 3 0 0
"625" 3 0 0
"626" 3 0 0
"627" 3 0 0
"628" 3 0 0
"629" 3 0 0
"630" 3 0 0
"631" 3 1 1
"632" 3 1 1
"633" 3 1 1
"634" 3 1 1
"635" 3 1 1
"636" 3 1 1
"637" 3 1 1
"638" 3 1 1
"639" 3 1 1
"640" 3 1 1
"641" 3 0 1
"642" 3 0 1
"643" 3 0 1
"644" 3 0 1
"645" 3 0 1
"646" 3 0 0
"647" 3 0 0
"648" 3 0 0
"649" 3 0 0
"650" 3 0 0
"651" 3 0 0
"652" 3 0 0
"653" 3 0 0
"654" 3 0 0
"655" 3 0 0
"656" 3 0 0
"657" 3 0 0
"658" 3 0 0
"659" 3 0 0
"660" 3 0 0
"661" 3 0 1
"662" 3 0 1
"663" 3 0 1
"664" 3 0 1
"665" 3 0 1
"666" 3 0 1
"667" 3 0 1
"668" 3 0 1
"669" 3 0 1
"670" 3 0 1
"671" 3 1 1
"672" 3 1 1
"673" 3 1 1
"674" 3 1 1
"675" 3 1 1
"676" 3 1 0
"677" 3 1 0
"678" 3 1 0
"679" 3 1 0
"680" 3 1 0
"681" 3 1 0
"682" 3 1 0
"683" 3 1 0
"684" 3 1 0
"685" 3 1 0
"686" 3 0 0
"687" 3 0 0
"688" 3 0 0
"689" 3 0 0
"690" 3 0 0
"691" 3 0 0
"692" 3 0 0
"693" 3 0 0
"694" 3 0 0
"695" 3 0 0
"696" 3 0 0
"697" 3 0 0
"698" 3 0 0
"699" 3 0 0
"700" 3 0 0
"701" 3 0 0
"702" 3 0 0
"703" 3 0 0
"704" 3 0 0
"705" 3 0 0
"706" 3 0 0
"707" 3 0 0
"708" 3 0 0
"709" 3 0 0
"710" 3 0 0
"711" 3 0 0
"712" 3 0 0
"713" 3 0 0
"714" 3 0 0
"715" 3 0 0
"716" 3 0 0
"717" 3 0 0
"718" 3 0 0
"719" 3 0 0
"720" 3 0 0
"721" 3 0 0
"722" 3 0 0
"723" 3 0 0
"724" 3 0 0
"725" 3 0 0
"726" 3 0 0
"727" 3 0 0
"728" 3 0 0
"729" 3 0 0
"730" 3 0 0
"731" 3 1 1
"732" 3 1 1
"733" 3 1 1
"734" 3 1 1
"735" 3 1 1
"736" 3 0 0
"737" 3 0 0
"738" 3 0 0
"739" 3 0 0
"740" 3 0 0
"741" 3 1 0
"742" 3 1 0
"743" 3 1 0
"744" 3 1 0
"745" 3 1 0
"746" 3 1 0
"747" 3 1 0
"748" 3 1 0
"749" 3 1 0
"750" 3 1 0
"751" 4 0 0
"752" 4 0 0
"753" 4 0 0
"754" 4 0 0
"755" 4 0 0
"756" 4 0 1
"757" 4 0 1
"758" 4 0 1
"759" 4 0 1
"760" 4 0 1
"761" 4 0 0
"762" 4 0 0
"763" 4 0 0
"764" 4 0 0
"765" 4 0 0
"766" 4 1 0
"767" 4 1 0
"768" 4 1 0
"769" 4 1 0
"770" 4 1 0
"771" 4 0 1
"772" 4 0 1
"773" 4 0 1
"774" 4 0 1
"775" 4 0 1
"776" 4 0 0
"777" 4 0 0
"778" 4 0 0
"779" 4 0 0
"780" 4 0 0
"781" 4 0 1
"782" 4 0 1
"783" 4 0 1
"784" 4 0 1
"785" 4 0 1
"786" 4 0 0
"787" 4 0 0
"788" 4 0 0
"789" 4 0 0
"790" 4 0 0
"791" 4 0 0
"792" 4 0 0
"793" 4 0 0
"794" 4 0 0
"795" 4 0 0
"796" 4 0 1
"797" 4 0 1
"798" 4 0 1
"799" 4 0 1
"800" 4 0 1
"801" 4 0 0
"802" 4 0 0
"803" 4 0 0
"804" 4 0 0
"805" 4 0 0
"806" 4 1 0
"807" 4 1 0
"808" 4 1 0
"809" 4 1 0
"810" 4 1 0
"811" 4 0 0
"812" 4 0 0
"813" 4 0 0
"814" 4 0 0
"815" 4 0 0
"816" 4 0 0
"817" 4 0 0
"818" 4 0 0
"819" 4 0 0
"820" 4 0 0
"821" 4 0 1
"822" 4 0 1
"823" 4 0 1
"824" 4 0 1
"825" 4 0 1
"826" 4 0 0
"827" 4 0 0
"828" 4 0 0
"829" 4 0 0
"830" 4 0 0
"831" 4 0 0
"832" 4 0 0
"833" 4 0 0
"834" 4 0 0
"835" 4 0 0
"836" 4 0 0
"837" 4 0 0
"838" 4 0 0
"839" 4 0 0
"840" 4 0 0
"841" 4 0 0
"842" 4 0 0
"843" 4 0 0
"844" 4 0 0
"845" 4 0 0
"846" 4 1 0
"847" 4 1 0
"848" 4 1 0
"849" 4 1 0
"850" 4 1 0
"851" 4 0 1
"852" 4 0 1
"853" 4 0 1
"854" 4 0 1
"855" 4 0 1
"856" 4 1 0
"857" 4 1 0
"858" 4 1 0
"859" 4 1 0
"860" 4 1 0
"861" 4 1 0
"862" 4 1 0
"863" 4 1 0
"864" 4 1 0
"865" 4 1 0
"866" 4 1 0
"867" 4 1 0
"868" 4 1 0
"869" 4 1 0
"870" 4 1 0
"871" 4 1 0
"872" 4 1 0
"873" 4 1 0
"874" 4 1 0
"875" 4 1 0
"876" 4 0 0
"877" 4 0 0
"878" 4 0 0
"879" 4 0 0
"880" 4 0 0
"881" 4 0 0
"882" 4 0 0
"883" 4 0 0
"884" 4 0 0
"885" 4 0 0
"886" 4 0 0
"887" 4 0 0
"888" 4 0 0
"889" 4 0 0
"890" 4 0 0
"891" 4 0 0
"892" 4 0 0
"893" 4 0 0
"894" 4 0 0
"895" 4 0 0
"896" 4 0 0
"897" 4 0 0
"898" 4 0 0
"899" 4 0 0
"900" 4 0 0
"901" 4 1 0
"902" 4 1 0
"903" 4 1 0
"904" 4 1 0
"905" 4 1 0
"906" 4 0 0
"907" 4 0 0
"908" 4 0 0
"909" 4 0 0
"910" 4 0 0
"911" 4 0 0
"912" 4 0 0
"913" 4 0 0
"914" 4 0 0
"915" 4 0 0
"916" 4 0 1
"917" 4 0 1
"918" 4 0 1
"919" 4 0 1
"920" 4 0 1
"921" 4 0 1
"922" 4 0 1
"923" 4 0 1
"924" 4 0 1
"925" 4 0 1
"926" 4 0 0
"927" 4 0 0
"928" 4 0 0
"929" 4 0 0
"930" 4 0 0
"931" 4 0 0
"932" 4 0 0
"933" 4 0 0
"934" 4 0 0
"935" 4 0 0
"936" 4 1 0
"937" 4 1 0
"938" 4 1 0
"939" 4 1 0
"940" 4 1 0
"941" 4 1 0
"942" 4 1 0
"943" 4 1 0
"944" 4 1 0
"945" 4 1 0
"946" 4 0 0
"947" 4 0 0
"948" 4 0 0
"949" 4 0 0
"950" 4 0 0
"951" 4 0 1
"952" 4 0 1
"953" 4 0 1
"954" 4 0 1
"955" 4 0 1
"956" 4 1 0
"957" 4 1 0
"958" 4 1 0
"959" 4 1 0
"960" 4 1 0
"961" 4 1 0
"962" 4 1 0
"963" 4 1 0
"964" 4 1 0
"965" 4 1 0
"966" 4 0 0
"967" 4 0 0
"968" 4 0 0
"969" 4 0 0
"970" 4 0 0
"971" 4 0 0
"972" 4 0 0
"973" 4 0 0
"974" 4 0 0
"975" 4 0 0
"976" 4 1 0
"977" 4 1 0
"978" 4 1 0
"979" 4 1 0
"980" 4 1 0
"981" 4 0 0
"982" 4 0 0
"983" 4 0 0
"984" 4 0 0
"985" 4 0 0
"986" 4 0 0
"987" 4 0 0
"988" 4 0 0
"989" 4 0 0
"990" 4 0 0
"991" 4 0 0
"992" 4 0 0
"993" 4 0 0
"994" 4 0 0
"995" 4 0 0
"996" 4 0 0
"997" 4 0 0
"998" 4 0 0
"999" 4 0 0
"1000" 4 0 0
"1001" 5 1 1
"1002" 5 1 1
"1003" 5 1 1
"1004" 5 1 1
"1005" 5 1 1
"1006" 5 0 0
"1007" 5 0 0
"1008" 5 0 0
"1009" 5 0 0
"1010" 5 0 0
"1011" 5 0 0
"1012" 5 0 0
"1013" 5 0 0
"1014" 5 0 0
"1015" 5 0 0
"1016" 5 0 0
"1017" 5 0 0
"1018" 5 0 0
"1019" 5 0 0
"1020" 5 0 0
"1021" 5 0 1
"1022" 5 0 1
"1023" 5 0 1
"1024" 5 0 1
"1025" 5 0 1
"1026" 5 0 1
"1027" 5 0 1
"1028" 5 0 1
"1029" 5 0 1
"1030" 5 0 1
"1031" 5 0 0
"1032" 5 0 0
"1033" 5 0 0
"1034" 5 0 0
"1035" 5 0 0
"1036" 5 0 0
"1037" 5 0 0
"1038" 5 0 0
"1039" 5 0 0
"1040" 5 0 0
"1041" 5 0 0
"1042" 5 0 0
"1043" 5 0 0
"1044" 5 0 0
"1045" 5 0 0
"1046" 5 1 0
"1047" 5 1 0
"1048" 5 1 0
"1049" 5 1 0
"1050" 5 1 0
"1051" 5 0 0
"1052" 5 0 0
"1053" 5 0 0
"1054" 5 0 0
"1055" 5 0 0
"1056" 5 1 0
"1057" 5 1 0
"1058" 5 1 0
"1059" 5 1 0
"1060" 5 1 0
"1061" 5 0 1
"1062" 5 0 1
"1063" 5 0 1
"1064" 5 0 1
"1065" 5 0 1
"1066" 5 0 0
"1067" 5 0 0
"1068" 5 0 0
"1069" 5 0 0
"1070" 5 0 0
"1071" 5 0 1
"1072" 5 0 1
"1073" 5 0 1
"1074" 5 0 1
"1075" 5 0 1
"1076" 5 1 1
"1077" 5 1 1
"1078" 5 1 1
"1079" 5 1 1
"1080" 5 1 1
"1081" 5 0 0
"1082" 5 0 0
"1083" 5 0 0
"1084" 5 0 0
"1085" 5 0 0
"1086" 5 0 0
"1087" 5 0 0
"1088" 5 0 0
"1089" 5 0 0
"1090" 5 0 0
"1091" 5 0 0
"1092" 5 0 0
"1093" 5 0 0
"1094" 5 0 0
"1095" 5 0 0
"1096" 5 1 1
"1097" 5 1 1
"1098" 5 1 1
"1099" 5 1 1
"1100" 5 1 1
"1101" 5 0 0
"1102" 5 0 0
"1103" 5 0 0
"1104" 5 0 0
"1105" 5 0 0
"1106" 5 0 0
"1107" 5 0 0
"1108" 5 0 0
"1109" 5 0 0
"1110" 5 0 0
"1111" 5 0 1
"1112" 5 0 1
"1113" 5 0 1
"1114" 5 0 1
"1115" 5 0 1
"1116" 5 0 0
"1117" 5 0 0
"1118" 5 0 0
"1119" 5 0 0
"1120" 5 0 0
"1121" 5 1 0
"1122" 5 1 0
"1123" 5 1 0
"1124" 5 1 0
"1125" 5 1 0
"1126" 5 0 0
"1127" 5 0 0
"1128" 5 0 0
"1129" 5 0 0
"1130" 5 0 0
"1131" 5 0 0
"1132" 5 0 0
"1133" 5 0 0
"1134" 5 0 0
"1135" 5 0 0
"1136" 5 0 0
"1137" 5 0 0
"1138" 5 0 0
"1139" 5 0 0
"1140" 5 0 0
"1141" 5 0 1
"1142" 5 0 1
"1143" 5 0 1
"1144" 5 0 1
"1145" 5 0 1
"1146" 5 1 0
"1147" 5 1 0
"1148" 5 1 0
"1149" 5 1 0
"1150" 5 1 0
"1151" 5 0 1
"1152" 5 0 1
"1153" 5 0 1
"1154" 5 0 1
"1155" 5 0 1
"1156" 5 0 1
"1157" 5 0 1
"1158" 5 0 1
"1159" 5 0 1
"1160" 5 0 1
"1161" 5 1 0
"1162" 5 1 0
"1163" 5 1 0
"1164" 5 1 0
"1165" 5 1 0
"1166" 5 0 0
"1167" 5 0 0
"1168" 5 0 0
"1169" 5 0 0
"1170" 5 0 0
"1171" 5 1 0
"1172" 5 1 0
"1173" 5 1 0
"1174" 5 1 0
"1175" 5 1 0
"1176" 5 0 0
"1177" 5 0 0
"1178" 5 0 0
"1179" 5 0 0
"1180" 5 0 0
"1181" 5 0 0
"1182" 5 0 0
"1183" 5 0 0
"1184" 5 0 0
"1185" 5 0 0
"1186" 5 1 0
"1187" 5 1 0
"1188" 5 1 0
"1189" 5 1 0
"1190" 5 1 0
"1191" 5 0 0
"1192" 5 0 0
"1193" 5 0 0
"1194" 5 0 0
"1195" 5 0 0
"1196" 5 1 0
"1197" 5 1 0
"1198" 5 1 0
"1199" 5 1 0
"1200" 5 1 0
"1201" 5 0 0
"1202" 5 0 0
"1203" 5 0 0
"1204" 5 0 0
"1205" 5 0 0
"1206" 5 1 1
"1207" 5 1 1
"1208" 5 1 1
"1209" 5 1 1
"1210" 5 1 1
"1211" 5 0 0
"1212" 5 0 0
"1213" 5 0 0
"1214" 5 0 0
"1215" 5 0 0
"1216" 5 0 0
"1217" 5 0 0
"1218" 5 0 0
"1219" 5 0 0
"1220" 5 0 0
"1221" 5 0 0
"1222" 5 0 0
"1223" 5 0 0
"1224" 5 0 0
"1225" 5 0 0
"1226" 5 0 0
"1227" 5 0 0
"1228" 5 0 0
"1229" 5 0 0
"1230" 5 0 0
"1231" 5 0 0
"1232" 5 0 0
"1233" 5 0 0
"1234" 5 0 0
"1235" 5 0 0
"1236" 5 1 0
"1237" 5 1 0
"1238" 5 1 0
"1239" 5 1 0
"1240" 5 1 0
"1241" 5 1 0
"1242" 5 1 0
"1243" 5 1 0
"1244" 5 1 0
"1245" 5 1 0
"1246" 5 1 0
"1247" 5 1 0
"1248" 5 1 0
"1249" 5 1 0
"1250" 5 1 0
"1251" 6 0 0
"1252" 6 0 0
"1253" 6 0 0
"1254" 6 0 0
"1255" 6 0 0
"1256" 6 0 0
"1257" 6 0 0
"1258" 6 0 0
"1259" 6 0 0
"1260" 6 0 0
"1261" 6 0 0
"1262" 6 0 0
"1263" 6 0 0
"1264" 6 0 0
"1265" 6 0 0
"1266" 6 1 0
"1267" 6 1 0
"1268" 6 1 0
"1269" 6 1 0
"1270" 6 1 0
"1271" 6 1 0
"1272" 6 1 0
"1273" 6 1 0
"1274" 6 1 0
"1275" 6 1 0
"1276" 6 0 0
"1277" 6 0 0
"1278" 6 0 0
"1279" 6 0 0
"1280" 6 0 0
"1281" 6 0 0
"1282" 6 0 0
"1283" 6 0 0
"1284" 6 0 0
"1285" 6 0 0
"1286" 6 0 1
"1287" 6 0 1
"1288" 6 0 1
"1289" 6 0 1
"1290" 6 0 1
"1291" 6 0 1
"1292" 6 0 1
"1293" 6 0 1
"1294" 6 0 1
"1295" 6 0 1
"1296" 6 0 0
"1297" 6 0 0
"1298" 6 0 0
"1299" 6 0 0
"1300" 6 0 0
"1301" 6 1 1
"1302" 6 1 1
"1303" 6 1 1
"1304" 6 1 1
"1305" 6 1 1
"1306" 6 0 1
"1307" 6 0 1
"1308" 6 0 1
"1309" 6 0 1
"1310" 6 0 1
"1311" 6 1 1
"1312" 6 1 1
"1313" 6 1 1
"1314" 6 1 1
"1315" 6 1 1
"1316" 6 1 0
"1317" 6 1 0
"1318" 6 1 0
"1319" 6 1 0
"1320" 6 1 0
"1321" 6 1 1
"1322" 6 1 1
"1323" 6 1 1
"1324" 6 1 1
"1325" 6 1 1
"1326" 6 0 0
"1327" 6 0 0
"1328" 6 0 0
"1329" 6 0 0
"1330" 6 0 0
"1331" 6 1 0
"1332" 6 1 0
"1333" 6 1 0
"1334" 6 1 0
"1335" 6 1 0
"1336" 6 0 0
"1337" 6 0 0
"1338" 6 0 0
"1339" 6 0 0
"1340" 6 0 0
"1341" 6 0 0
"1342" 6 0 0
"1343" 6 0 0
"1344" 6 0 0
"1345" 6 0 0
"1346" 6 0 0
"1347" 6 0 0
"1348" 6 0 0
"1349" 6 0 0
"1350" 6 0 0
"1351" 6 0 0
"1352" 6 0 0
"1353" 6 0 0
"1354" 6 0 0
"1355" 6 0 0
"1356" 6 1 0
"1357" 6 1 0
"1358" 6 1 0
"1359" 6 1 0
"1360" 6 1 0
